Date,VIX,Log Total Assets,Log Currency in Circulation ($ Bil),Effective Federal Funds Rate (%),Loss Function
5/31/2016,0.65109524,-0.03723983,-0.005737475,0.205806452,-0.093797195
6/30/2016,0.63688312,-0.0309509,-0.00090635,0.215333334,-1.163251493
7/31/2016,-3.24968182,-0.02444993,0.002281178,0.221935483,-1.526389402
8/31/2016,-12.9647205,-0.01907215,-0.002874271,0.208709678,-1.796288168
9/30/2016,-21.06809524,-0.01488976,-0.009097694,0.212666666,-1.623724602
10/31/2016,-0.93515715,-0.01371057,-0.013688419,0.238387097,-0.488979525
11/30/2016,-3.77065163,-0.00658708,-0.009777666,0.263333333,-0.181836908
12/31/2016,-7.28625542,-0.00348958,-0.006592822,0.181290323,0.157707695
1/31/2017,-16.70778948,-0.00400102,-0.001271126,0.078709677,-1.643948167
2/28/2017,-17.59926315,-0.00377184,-0.000517939,0.017155172,-0.633709719
3/31/2017,-4.98762846,-0.00296105,0.002066632,0.174516128,0.132901678
4/30/2017,-1.96987469,-0.00330291,0.003152371,0.290000001,0.34088646
5/31/2017,-5.50494155,0.00062738,0.003405871,0.300322581,-1.566976333
6/30/2017,-10.69590909,0.0021548,0.000159607,0.413666666,-0.253392721
7/31/2017,-1.70022727,0.00287861,-0.000910928,0.497741936,-0.719253383
8/31/2017,6.60461697,0.00310243,0.003751976,0.501612902,-0.406517932
9/30/2017,6.37609524,0.00254074,0.010365913,0.496666667,0.35035777
10/31/2017,-2.2554762,0.00863726,0.011404974,0.484516129,-0.157414595
11/30/2017,-3.72190477,0.00608237,0.008088227,0.461333333,-0.959691801
12/31/2017,3.34519265,0.00282169,0.009930703,0.462258064,-0.808264975
1/31/2018,11.56327569,0.0040391,0.008816287,0.458064517,-0.152230667
2/28/2018,21.9206842,-0.00360569,0.014344871,0.479100986,-0.48750364
3/31/2018,11.07724825,-0.0114519,0.006148015,0.296129033,-0.862922255
4/30/2018,6.29546366,-0.01921086,-0.000354495,0.265666666,-0.996340239
5/31/2018,7.25285713,-0.02748868,-0.000579389,0.25032258,-0.279822585
6/30/2018,10.42536797,-0.03472941,0.001089194,0.117333334,-0.692173837
7/31/2018,5.77711905,-0.04077704,0.000517978,0.000322581,-0.239662127
8/31/2018,0.9952174,-0.05086484,-0.000948844,-0.002580644,-0.050446878
9/30/2018,6.25405013,-0.05727319,-0.005187157,0.044333334,-0.481902226
10/31/2018,13.68650291,-0.06898247,-0.00496338,0.276451612,-0.540983769
11/30/2018,13.54428572,-0.07547232,-0.000780292,0.290333334,-0.239227687
12/31/2018,16.89653884,-0.08211026,-0.005970664,0.210967742,-0.330291009
1/31/2019,9.05611905,-0.08757553,-0.00928704,0.220645161,-0.38297002
2/28/2019,-18.16842104,-0.08833878,-0.016495112,0.221785714,-0.33015352
3/31/2019,-11.66455485,-0.08866612,-0.015605765,0.179032258,-0.419319577
4/30/2019,-10.44987469,-0.08666563,-0.011849213,-0.064999999,-0.184805816
5/31/2019,-0.66499999,-0.08654145,-0.016138675,-0.101612903,-0.372754412
6/30/2019,-1.00655412,-0.08162641,-0.020959063,-0.221666667,-0.111324765
7/31/2019,-2.72482901,-0.07826992,-0.020329462,-0.266451613,-0.351890136
8/31/2019,5.86083004,-0.06449872,-0.020392025,-0.546774194,-0.418347465
9/30/2019,0.17594736,-0.04028658,-0.020971539,-0.713000001,-0.278922244
10/31/2019,-13.11237153,0.01969358,-0.0194359,-1.391935483,-0.12380144
11/30/2019,-15.71411905,0.05681754,-0.018312442,-1.685000001,-0.245665079
12/31/2019,-25.88514911,0.09304837,-0.011916181,-1.695806451,-0.085615016
1/31/2020,-14.14142857,0.11792643,-0.008377228,-1.83483871,0.185831446
2/29/2020,11.63263157,0.1390008,-0.004712942,-1.799396552,0.325115029
3/31/2020,47.7901515,0.25670161,0.008820648,-2.651935483,0.061528441
4/30/2020,33.82333333,0.57896932,0.037768855,-3.106000001,-115.7954859
5/31/2020,11.57790909,0.69964548,0.059871805,-3.031935484,-85.60596729
6/30/2020,13.12564069,0.73437322,0.072968139,-2.858,-49.90892421
7/31/2020,13.37625542,0.72397126,0.078797201,-2.803225807,-38.91071948
8/31/2020,-2.52170149,0.7307774,0.090972236,-2.241612904,-19.70773303
9/30/2020,9.44014537,0.71467056,0.094605594,-2.041333333,-15.63827921
10/31/2020,17.85776679,0.63516883,0.096478107,-1.381612903,-8.871492605
11/30/2020,19.33754762,0.59656919,0.092644152,-0.822666666,-7.572778448
12/31/2020,19.81391546,0.56770307,0.093292111,-0.737741936,-7.604550658
1/31/2021,16.60047619,0.54581294,0.100742227,-0.616129032,-6.434154993
2/28/2021,-0.8868421,0.54609833,0.106131242,-0.69049261,-5.655583672
3/31/2021,-79.14535478,0.35153213,0.086744692,1.170322579,-3.656799491
4/30/2021,-52.54238094,-0.26010601,0.043371405,2.394666667,228.5715229
5/31/2021,-25.31168182,-0.46042095,0.008423635,2.349032258,170.1655229
6/30/2021,-29.44627272,-0.49922472,-0.009767415,2.300333333,98.49268843
7/31/2021,-22.77166668,-0.44153042,-0.024474558,2.315806452,78.48575259
8/31/2021,-9.32722944,-0.44174701,-0.048899555,2.027741937,40.40964059
